Estacion;Dia_semana;Condicion;Temperatura;Sensacion;Humedad;Velocidad_viento;BiciRentadas;Parte_dia
Otoño;5;Despejado;7.98;50.012;0.57;150.013;130;Mañana
Otoño;5;Despejado;8.92;7.001;0.5;150.013;168;Mañana
Otoño;5;Niebla;9.86;99.974;0.4;110.014;213;Mañana
Otoño;5;Niebla;9.86;99.974;0.42;150.013;228;Tarde
Otoño;5;Niebla;8.92;7.001;0.46;12.998;185;Tarde
Otoño;5;Niebla;8.92;59.978;0.43;169.979;215;Tarde
Otoño;5;Niebla;8.92;7.001;0.46;110.014;308;Tarde
Otoño;5;Niebla;8.92;7.001;0.5;89.981;446;Tarde
Otoño;5;Niebla;8.92;7.001;0.53;110.014;368;Tarde
Otoño;5;Niebla;8.92;7.001;0.5;89.981;204;Tarde
Otoño;5;Lluvia Leve;7.98;50.012;0.61;150.013;143;Noche
Otoño;5;Lluvia Leve;7.04;50.012;0.7;110.014;74;Noche
Otoño;5;Lluvia Leve;6.1;30.014;0.75;190.012;36;Noche
Otoño;5;Lluvia Leve;6.1;19.982;0.81;220.028;39;Noche
Otoño;6;Lluvia Leve;5.16;10.016;0.87;199.995;19;Noche
Otoño;6;Lluvia Leve;6.1;19.982;0.87;199.995;18;Noche
Otoño;6;Lluvia Leve;6.1;19.982;0.87;199.995;17;Noche
Otoño;6;Lluvia Leve;6.1;19.982;0.81;279.993;8;Noche
Otoño;6;Lluvia Leve;6.1;19.982;0.81;279.993;1;Noche
Otoño;6;Lluvia Leve;4.22;-0.9982;0.93;239.994;1;Mañana
Otoño;6;Lluvia Leve;4.22;-0.9982;0.87;239.994;5;Mañana
Otoño;6;Lluvia Leve;4.22;-0.9982;0.87;239.994;7;Mañana
Otoño;6;Lluvia Leve;5.16;10.016;0.87;239.994;20;Mañana
Otoño;6;Lluvia Leve;5.16;10.016;0.87;239.994;20;Mañana
Otoño;6;Lluvia Leve;4.22;-0.9982;0.93;220.028;12;Mañana
Otoño;6;Lluvia Leve;4.22;-0.9982;0.93;260.027;27;Mañana
Otoño;6;Lluvia Leve;3.28;-2.998;0.87;329.975;50;Mañana
Otoño;6;Lluvia Leve;3.28;-2.998;0.87;350.008;30;Tarde
Otoño;6;Lluvia Leve;3.28;-2.998;0.87;300.026;29;Tarde
Otoño;6;Lluvia Leve;2.34;-20.014;0.93;169.979;41;Tarde
Otoño;6;Lluvia Leve;2.34;-2.998;0.93;220.028;22;Tarde
Otoño;6;Lluvia Leve;2.34;-2.998;0.93;220.028;31;Tarde
Otoño;6;Lluvia Leve;2.34;-2.998;0.93;220.028;43;Tarde
Otoño;6;Despejado;3.28;-20.014;0.87;239.994;39;Tarde
Otoño;6;Despejado;3.28;-20.014;0.87;239.994;47;Noche
Otoño;6;Despejado;3.28;-20.014;0.87;239.994;50;Noche
Otoño;6;Despejado;2.34;-20.014;0.87;150.013;54;Noche
Otoño;6;Despejado;2.34;-0.9982;0.87;12.998;36;Noche
Otoño;0;Despejado;2.34;-20.014;0.87;150.013;54;Noche
Otoño;0;Despejado;2.34;-20.014;0.87;169.979;43;Noche
Otoño;0;Despejado;2.34;-20.014;0.87;190.012;50;Noche
Otoño;0;Despejado;3.28;-20.014;0.75;239.994;33;Noche
Otoño;0;Despejado;2.34;-2.998;0.8;220.028;11;Noche
Otoño;0;Despejado;3.28;-20.014;0.75;199.995;4;Mañana
Otoño;0;Despejado;3.28;-0.9982;0.75;169.979;10;Mañana
Otoño;0;Despejado;3.28;30.014;0.75;0;22;Mañana
Otoño;0;Despejado;4.22;10.016;0.7;150.013;80;Mañana
Otoño;0;Despejado;6.1;30.014;0.65;169.979;147;Mañana
Otoño;0;Despejado;7.04;59.978;0.61;60.032;178;Mañana
Otoño;0;Despejado;8.92;7.001;0.53;150.013;240;Mañana
Otoño;0;Despejado;9.86;99.974;0.5;12.998;314;Mañana
Otoño;0;Despejado;10.8;110.006;0.43;150.013;345;Tarde
Otoño;0;Despejado;11.74;119.972;0.38;12.998;300;Tarde
Otoño;0;Despejado;11.74;119.972;0.35;110.014;290;Tarde
Otoño;0;Despejado;11.74;119.972;0.32;89.981;320;Tarde
Otoño;0;Despejado;10.8;110.006;0.35;70.015;245;Tarde
Otoño;0;Despejado;8.92;7.001;0.4;89.981;213;Tarde
Otoño;0;Despejado;18.32;189.998;0.49;199.995;153;Tarde
Otoño;0;Despejado;7.98;79.976;0.57;0;92;Noche
Otoño;0;Despejado;7.04;7.001;0.66;0;79;Noche
Otoño;0;Despejado;6.1;59.978;0.75;0;71;Noche
Otoño;0;Despejado;4.22;3.998;0.87;0;37;Noche
Otoño;1;Despejado;4.22;3.998;0.87;0;23;Noche
Otoño;1;Despejado;4.22;3.998;0.81;0;13;Noche
Otoño;1;Despejado;3.28;30.014;0.87;0;3;Noche
Otoño;1;Despejado;3.28;10.016;0.87;70.015;3;Noche
Otoño;1;Despejado;3.28;30.014;0.87;0;6;Noche
Otoño;1;Despejado;2.34;19.982;0.93;0;18;Mañana
Otoño;1;Despejado;3.28;30.014;0.87;0;86;Mañana
Otoño;1;Despejado;3.28;30.014;0.93;0;227;Mañana
Otoño;1;Niebla;5.16;50.012;0.87;0;372;Mañana
Otoño;1;Niebla;7.04;50.012;0.76;110.014;211;Mañana
Otoño;1;Niebla;8.92;7.001;0.57;110.014;105;Mañana
Otoño;1;Despejado;10.8;110.006;0.5;89.981;128;Mañana
Otoño;1;Despejado;11.74;119.972;0.44;150.013;170;Mañana
Otoño;1;Niebla;12.68;130.004;0.44;150.013;152;Tarde
Otoño;1;Niebla;12.68;130.004;0.47;150.013;141;Tarde
Otoño;1;Despejado;12.68;130.004;0.47;110.014;168;Tarde
Otoño;1;Despejado;11.74;119.972;0.54;110.014;272;Tarde
Otoño;1;Despejado;11.74;119.972;0.54;89.981;486;Tarde
Otoño;1;Despejado;10.8;110.006;0.66;60.032;422;Tarde
Otoño;1;Despejado;10.8;110.006;0.66;60.032;238;Tarde
Otoño;1;Despejado;10.8;110.006;0.66;60.032;172;Noche
Otoño;1;Niebla;8.92;7.001;0.76;12.998;116;Noche
Otoño;1;Niebla;8.92;7.001;0.76;12.998;85;Noche
Otoño;1;Niebla;8.92;7.001;0.76;12.998;52;Noche
Otoño;2;Niebla;8.92;7.001;0.87;110.014;21;Noche
Otoño;2;Despejado;8.92;7.001;0.81;89.981;11;Noche
Otoño;2;Niebla;8.92;7.001;0.81;110.014;4;Noche
Otoño;2;Niebla;8.92;7.001;0.81;89.981;6;Noche
Otoño;2;Despejado;7.98;50.012;0.81;150.013;8;Noche
Otoño;2;Despejado;7.04;50.012;0.81;12.998;18;Mañana
Otoño;2;Despejado;7.04;50.012;0.81;12.998;93;Mañana
Otoño;2;Despejado;7.98;59.978;0.76;12.998;254;Mañana
Otoño;2;Despejado;8.92;59.978;0.71;169.979;419;Mañana
Otoño;2;Despejado;10.8;110.006;0.66;110.014;222;Mañana
Otoño;2;Despejado;12.68;130.004;0.62;89.981;135;Mañana
Otoño;2;Despejado;13.62;13.997;0.63;70.015;117;Mañana
Otoño;2;Despejado;15.5;159.968;0.48;60.032;176;Mañana
Otoño;2;Despejado;14.56;150.002;0.55;12.998;167;Tarde
Otoño;2;Despejado;15.5;159.968;0.48;169.979;150;Tarde
Otoño;2;Despejado;15.5;159.968;0.45;89.981;186;Tarde
Otoño;2;Despejado;14.56;150.002;0.44;110.014;298;Tarde
Otoño;2;Despejado;12.68;130.004;0.54;110.014;506;Tarde
Otoño;2;Despejado;11.74;119.972;0.58;70.015;460;Tarde
Otoño;2;Despejado;11.74;119.972;0.58;60.032;313;Tarde
Otoño;2;Despejado;10.8;110.006;0.71;0;209;Noche
Otoño;2;Despejado;8.92;90.008;0.81;0;127;Noche
Otoño;2;Despejado;8.92;90.008;0.81;0;96;Noche
Otoño;2;Despejado;7.98;79.976;0.87;0;72;Noche
Otoño;3;Despejado;7.04;7.001;0.87;0;19;Noche
Otoño;3;Despejado;6.1;59.978;0.87;0;10;Noche
Otoño;3;Despejado;6.1;59.978;0.87;0;2;Noche
Otoño;3;Despejado;6.1;59.978;0.75;0;2;Noche
Otoño;3;Despejado;6.1;59.978;0.87;0;4;Noche
Otoño;3;Despejado;6.1;59.978;0.81;0;27;Mañana
Otoño;3;Despejado;6.1;59.978;0.81;0;92;Mañana
Otoño;3;Despejado;6.1;59.978;0.81;0;251;Mañana
Otoño;3;Despejado;7.04;7.001;0.87;0;472;Mañana
Otoño;3;Despejado;7.98;79.976;0.87;0;228;Mañana
Otoño;3;Despejado;10.8;110.006;0.71;60.032;133;Mañana
Otoño;3;Despejado;11.74;119.972;0.71;89.981;144;Mañana
Otoño;3;Despejado;13.62;13.997;0.55;110.014;189;Mañana
Otoño;3;Despejado;14.56;150.002;0.48;110.014;161;Tarde
Otoño;3;Despejado;15.5;159.968;0.45;110.014;172;Tarde
Otoño;3;Despejado;14.56;150.002;0.51;110.014;187;Tarde
Otoño;3;Despejado;14.56;150.002;0.51;70.015;266;Tarde
Otoño;3;Despejado;12.68;130.004;0.62;12.998;553;Tarde
Otoño;3;Despejado;11.74;119.972;0.71;110.014;479;Tarde
Otoño;3;Despejado;10.8;110.006;0.76;89.981;282;Tarde
Otoño;3;Despejado;10.8;110.006;0.66;89.981;182;Noche
Otoño;3;Despejado;9.86;99.974;0.71;89.981;168;Noche
Otoño;3;Despejado;8.92;7.001;0.71;89.981;106;Noche
Otoño;3;Despejado;8.92;79.976;0.76;60.032;57;Noche
Otoño;4;Despejado;8.92;79.976;0.76;60.032;31;Noche
Otoño;4;Despejado;7.98;59.978;0.81;89.981;15;Noche
Otoño;4;Despejado;7.98;59.978;0.76;89.981;7;Noche
Otoño;4;Despejado;7.98;59.978;0.81;89.981;5;Noche
Otoño;4;Despejado;7.04;59.978;0.81;60.032;4;Noche
Otoño;4;Despejado;7.04;59.978;0.81;89.981;28;Mañana
Otoño;4;Despejado;7.98;59.978;0.76;12.998;99;Mañana
Otoño;4;Niebla;7.04;59.978;0.81;60.032;292;Mañana
Otoño;4;Niebla;7.98;7.001;0.81;60.032;402;Mañana
Otoño;4;Niebla;8.92;7.001;0.81;12.998;164;Mañana
Otoño;4;Niebla;10.8;110.006;0.76;12.998;110;Mañana
Otoño;4;Despejado;12.68;130.004;0.67;12.998;120;Mañana
Otoño;4;Despejado;15.5;159.968;0.51;12.998;179;Mañana
Otoño;4;Niebla;16.44;17;0.48;169.979;169;Tarde
Otoño;4;Despejado;16.44;17;0.52;110.014;152;Tarde
Otoño;4;Despejado;16.44;17;0.52;110.014;162;Tarde
Otoño;4;Despejado;16.44;17;0.48;12.998;267;Tarde
Otoño;4;Despejado;14.56;150.002;0.55;60.032;498;Tarde
Otoño;4;Despejado;13.62;13.997;0.63;89.981;433;Tarde
Otoño;4;Despejado;12.68;130.004;0.67;60.032;252;Tarde
Otoño;4;Despejado;11.74;119.972;0.71;70.015;209;Noche
Otoño;4;Despejado;10.8;110.006;0.76;89.981;144;Noche
Otoño;4;Despejado;10.8;110.006;0.82;0;137;Noche
Otoño;4;Despejado;10.8;110.006;0.82;60.032;95;Noche
Otoño;5;Niebla;10.8;110.006;0.82;0;43;Noche
Otoño;5;Niebla;10.8;110.006;0.82;0;17;Noche
Otoño;5;Niebla;10.8;110.006;0.76;0;10;Noche
Otoño;5;Niebla;9.86;99.974;0.87;110.014;8;Noche
Otoño;5;Niebla;9.86;99.974;0.87;60.032;7;Noche
Otoño;5;Niebla;9.86;99.974;0.87;0;23;Mañana
Otoño;5;Niebla;9.86;99.974;0.87;60.032;66;Mañana
Otoño;5;Niebla;10.8;110.006;0.86;150.013;245;Mañana
Otoño;5;Niebla;10.8;110.006;0.87;239.994;395;Mañana
Otoño;5;Niebla;11.74;119.972;0.71;310.009;254;Mañana
Otoño;5;Niebla;11.74;119.972;0.71;220.028;134;Mañana
Otoño;5;Niebla;12.68;130.004;0.67;300.026;162;Mañana
Otoño;5;Niebla;14.56;150.002;0.55;329.975;197;Mañana
Otoño;5;Despejado;12.68;130.004;0.51;279.993;194;Tarde
Otoño;5;Despejado;12.68;130.004;0.47;199.995;201;Tarde
Otoño;5;Despejado;13.62;13.997;0.44;260.027;237;Tarde
Otoño;5;Despejado;13.62;13.997;0.36;260.027;290;Tarde
Otoño;5;Despejado;11.74;119.972;0.38;239.994;480;Tarde
Otoño;5;Despejado;11.74;119.972;0.32;310.009;374;Tarde
Otoño;5;Despejado;10.8;110.006;0.37;239.994;196;Tarde
Otoño;5;Despejado;8.92;59.978;0.43;190.012;186;Noche
Otoño;5;Despejado;7.98;50.012;0.46;169.979;123;Noche
Otoño;5;Despejado;7.98;3.998;0.46;220.028;115;Noche
Otoño;5;Despejado;7.04;3.998;0.49;220.028;89;Noche
Otoño;6;Despejado;7.04;30.014;0.45;239.994;52;Noche
Otoño;6;Despejado;7.04;3.998;0.45;199.995;62;Noche
Otoño;6;Despejado;6.1;19.982;0.52;220.028;31;Noche
Otoño;6;Despejado;6.1;19.982;0.52;199.995;8;Noche
Otoño;6;Despejado;5.16;10.016;0.56;220.028;8;Noche
Otoño;6;Despejado;4.22;-0.9982;0.6;220.028;2;Mañana
Otoño;6;Despejado;4.22;-0.0016;0.6;169.979;23;Mañana
Otoño;6;Despejado;4.22;-0.0016;0.6;190.012;34;Mañana
Otoño;6;Despejado;5.16;10.016;0.56;220.028;84;Mañana
Otoño;6;Despejado;6.1;19.982;0.56;199.995;141;Mañana
Otoño;6;Despejado;7.04;3.998;0.53;169.979;227;Mañana
Otoño;6;Despejado;8.92;79.976;0.46;70.015;238;Mañana
Otoño;6;Despejado;8.92;7.001;0.46;110.014;372;Mañana
Otoño;6;Despejado;10.8;110.006;0.37;70.015;355;Tarde
Otoño;6;Despejado;11.74;119.972;0.35;89.981;386;Tarde
Otoño;6;Despejado;10.8;110.006;0.37;12.998;343;Tarde
Otoño;6;Despejado;10.8;110.006;0.4;150.013;335;Tarde
Otoño;6;Despejado;9.86;99.974;0.4;110.014;334;Tarde
Otoño;6;Despejado;8.92;79.976;0.5;60.032;237;Tarde
Otoño;6;Despejado;7.98;79.976;0.53;0;204;Tarde
Otoño;6;Despejado;7.04;7.001;0.66;0;165;Noche
Otoño;6;Despejado;7.04;7.001;0.66;0;118;Noche
Otoño;6;Despejado;6.1;59.978;0.65;0;82;Noche
Otoño;6;Despejado;5.16;50.012;0.7;0;85;Noche
Otoño;0;Despejado;5.16;50.012;0.75;0;75;Noche
Otoño;0;Despejado;4.22;3.998;0.81;0;115;Noche
Otoño;0;Despejado;4.22;3.998;0.81;0;29;Noche
Otoño;0;Despejado;3.28;30.014;0.87;0;9;Noche
Otoño;0;Despejado;3.28;30.014;0.87;0;6;Noche
Otoño;0;Despejado;3.28;-0.0016;0.87;89.981;5;Mañana
Otoño;0;Despejado;4.22;30.014;0.81;60.032;16;Mañana
Otoño;0;Despejado;4.22;19.982;0.87;70.015;28;Mañana
Otoño;0;Niebla;5.16;3.998;0.87;60.032;90;Mañana
Otoño;0;Niebla;6.1;50.012;0.75;60.032;170;Mañana
Otoño;0;Despejado;8.92;79.976;0.66;60.032;262;Mañana
Otoño;0;Despejado;11.74;119.972;0.58;60.032;320;Mañana
Otoño;0;Despejado;12.68;130.004;0.54;0;346;Mañana
Otoño;0;Despejado;13.62;13.997;0.51;110.014;314;Tarde
Otoño;0;Despejado;13.62;13.997;0.55;12.998;320;Tarde
Otoño;0;Despejado;14.56;150.002;0.51;12.998;306;Tarde
Otoño;0;Despejado;13.62;13.997;0.55;150.013;347;Tarde
Otoño;0;Despejado;12.68;130.004;0.62;110.014;256;Tarde
Otoño;0;Despejado;11.74;119.972;0.71;70.015;185;Tarde
Otoño;0;Despejado;9.86;99.974;0.76;12.998;151;Tarde
Otoño;0;Despejado;8.92;79.976;0.81;70.015;116;Noche
Otoño;0;Despejado;8.92;79.976;0.81;60.032;88;Noche
Otoño;0;Despejado;8.92;90.008;0.87;0;45;Noche
Otoño;0;Despejado;7.98;7.001;0.87;60.032;50;Noche
Otoño;1;Despejado;7.98;79.976;0.87;0;15;Noche
Otoño;1;Despejado;7.98;79.976;0.87;0;8;Noche
Otoño;1;Despejado;7.04;7.001;0.93;0;2;Noche
Otoño;1;Despejado;7.04;7.001;0.93;0;3;Noche
Otoño;1;Despejado;7.04;7.001;0.93;0;6;Noche
Otoño;1;Despejado;6.1;59.978;0.93;0;26;Mañana
Otoño;1;Niebla;5.16;50.012;0.93;0;99;Mañana
Otoño;1;Niebla;5.16;50.012;0.93;0;311;Mañana
Otoño;1;Niebla;6.1;50.012;1;60.032;410;Mañana
Otoño;1;Niebla;7.98;59.978;1;89.981;174;Mañana
Otoño;1;Despejado;8.92;7.001;0.93;89.981;123;Mañana
Otoño;1;Despejado;11.74;119.972;0.77;70.015;128;Mañana
Otoño;1;Despejado;13.62;13.997;0.67;0;179;Mañana
Otoño;1;Despejado;17.38;180.032;0.49;60.032;189;Tarde
Otoño;1;Despejado;18.32;189.998;0.37;110.014;145;Tarde
Otoño;1;Despejado;18.32;189.998;0.37;70.015;170;Tarde
Otoño;1;Despejado;16.44;17;0.45;0;295;Tarde
Otoño;1;Despejado;15.5;159.968;0.45;110.014;528;Tarde
Otoño;1;Despejado;13.62;13.997;0.59;70.015;425;Tarde
Otoño;1;Despejado;13.62;13.997;0.59;0;300;Tarde
Otoño;1;Despejado;10.8;110.006;0.71;0;204;Noche
Otoño;1;Despejado;9.86;99.974;0.82;70.015;139;Noche
Otoño;1;Despejado;8.92;79.976;0.81;60.032;108;Noche
Otoño;1;Despejado;8.92;79.976;0.87;60.032;48;Noche
Otoño;2;Despejado;7.98;7.001;0.87;60.032;18;Noche
Otoño;2;Despejado;7.04;59.978;0.93;70.015;11;Noche
Otoño;2;Despejado;7.04;7.001;0.87;0;1;Noche
Otoño;2;Despejado;7.04;7.001;0.87;0;3;Noche
Otoño;2;Despejado;6.1;59.978;0.87;0;4;Noche
Otoño;2;Despejado;6.1;50.012;0.87;60.032;18;Mañana
Otoño;2;Despejado;6.1;59.978;0.87;0;99;Mañana
Otoño;2;Despejado;6.1;50.012;0.87;70.015;323;Mañana
Otoño;2;Despejado;7.04;59.978;0.93;70.015;466;Mañana
Otoño;2;Despejado;8.92;90.008;0.87;0;191;Mañana
Otoño;2;Despejado;11.74;119.972;0.71;60.032;129;Mañana
Otoño;2;Despejado;13.62;13.997;0.63;89.981;147;Mañana
Otoño;2;Despejado;16.44;17;0.52;89.981;203;Mañana
Otoño;2;Despejado;17.38;180.032;0.49;110.014;196;Tarde
Otoño;2;Despejado;18.32;189.998;0.46;70.015;161;Tarde
Otoño;2;Despejado;19.26;20.003;0.46;70.015;188;Tarde
Otoño;2;Despejado;18.32;189.998;0.46;89.981;289;Tarde
Otoño;2;Despejado;16.44;17;0.43;110.014;499;Tarde
Otoño;2;Despejado;14.56;150.002;0.55;89.981;462;Tarde
Otoño;2;Despejado;13.62;13.997;0.59;0;278;Tarde
Otoño;2;Despejado;10.8;110.006;0.76;0;181;Noche
Otoño;2;Despejado;10.8;110.006;0.76;0;182;Noche
Otoño;2;Despejado;8.92;90.008;0.87;0;108;Noche
Otoño;2;Despejado;8.92;90.008;0.81;0;48;Noche
Otoño;3;Despejado;8.92;90.008;0.87;0;13;Noche
Otoño;3;Despejado;7.98;79.976;0.87;0;10;Noche
Otoño;3;Despejado;7.04;7.001;0.93;0;5;Noche
Otoño;3;Despejado;7.04;7.001;0.93;0;4;Noche
Otoño;3;Despejado;7.04;7.001;0.87;0;4;Noche
Otoño;3;Despejado;6.1;59.978;0.87;0;28;Mañana
Otoño;3;Despejado;6.1;59.978;0.87;0;98;Mañana
Otoño;3;Despejado;6.1;59.978;0.87;0;300;Mañana
Otoño;3;Despejado;7.04;7.001;0.93;0;456;Mañana
Otoño;3;Despejado;7.98;79.976;0.93;0;219;Mañana
Otoño;3;Despejado;10.8;110.006;0.76;70.015;105;Mañana
Otoño;3;Despejado;13.62;13.997;0.67;110.014;152;Mañana
Otoño;3;Despejado;15.5;159.968;0.51;110.014;180;Mañana
Otoño;3;Despejado;15.5;159.968;0.51;110.014;167;Tarde
Otoño;3;Despejado;16.44;17;0.48;110.014;179;Tarde
Otoño;3;Despejado;16.44;17;0.45;150.013;151;Tarde
Otoño;3;Despejado;16.44;17;0.48;12.998;281;Tarde
Otoño;3;Despejado;13.62;13.997;0.63;70.015;485;Tarde
Otoño;3;Despejado;12.68;130.004;0.67;70.015;408;Tarde
Otoño;3;Despejado;12.68;130.004;0.72;70.015;304;Tarde
Otoño;3;Despejado;12.68;130.004;0.77;0;219;Noche
Otoño;3;Despejado;10.8;110.006;0.87;0;161;Noche
Otoño;3;Despejado;10.8;110.006;0.87;0;114;Noche
Otoño;3;Despejado;9.86;99.974;0.87;0;66;Noche
Otoño;4;Despejado;10.8;110.006;0.87;0;24;Noche
Otoño;4;Niebla;10.8;110.006;0.87;0;11;Noche
Otoño;4;Niebla;9.86;99.974;0.94;0;5;Noche
Otoño;4;Despejado;9.86;99.974;0.94;60.032;11;Noche
Otoño;4;Despejado;9.86;99.974;0.94;60.032;3;Noche
Otoño;4;Niebla;8.92;7.001;1;89.981;23;Mañana
Otoño;4;Niebla;8.92;7.001;1;89.981;114;Mañana
Otoño;4;Niebla;9.86;99.974;0.94;110.014;272;Mañana
Otoño;4;Niebla;10.8;110.006;0.94;60.032;436;Mañana
Otoño;4;Niebla;11.74;119.972;0.94;70.015;211;Mañana
Otoño;4;Niebla;12.68;130.004;0.88;150.013;117;Mañana
Otoño;4;Niebla;13.62;13.997;0.67;260.027;108;Mañana
Otoño;4;Niebla;11.74;119.972;0.67;239.994;167;Mañana
Otoño;4;Lluvia Leve;8.92;59.978;0.81;239.994;96;Tarde
Otoño;4;Lluvia Leve;8.92;59.978;0.87;190.012;64;Tarde
Otoño;4;Lluvia Leve;8.92;59.978;0.81;199.995;62;Tarde
Otoño;4;Lluvia Leve;8.92;7.001;0.81;150.013;73;Tarde
Otoño;4;Lluvia Leve;8.92;7.001;0.81;150.013;177;Tarde
Otoño;4;Niebla;8.92;7.001;0.81;110.014;273;Tarde
Otoño;4;Niebla;8.92;7.001;0.71;150.013;211;Tarde
Otoño;4;Niebla;8.92;59.978;0.62;190.012;168;Noche
Otoño;4;Despejado;8.92;59.978;0.57;169.979;136;Noche
Otoño;4;Despejado;8.92;59.978;0.53;190.012;89;Noche
Otoño;4;Niebla;7.98;59.978;0.57;110.014;82;Noche
Otoño;5;Despejado;7.98;50.012;0.53;169.979;66;Noche
Otoño;5;Despejado;7.04;3.998;0.57;220.028;19;Noche
Otoño;5;Despejado;7.04;30.014;0.57;190.012;11;Noche
Otoño;5;Despejado;6.1;30.014;0.61;12.998;6;Noche
Otoño;5;Despejado;6.1;30.014;0.61;12.998;8;Noche
Otoño;5;Despejado;6.1;30.014;0.49;169.979;13;Mañana
Otoño;5;Despejado;5.16;10.016;0.45;220.028;46;Mañana
Otoño;5;Despejado;5.16;19.982;0.45;169.979;121;Mañana
Otoño;5;Despejado;6.1;19.982;0.42;239.994;258;Mañana
Otoño;5;Despejado;7.04;30.014;0.45;300.026;201;Mañana
Otoño;5;Despejado;7.04;19.982;0.42;369.974;200;Mañana
Otoño;5;Despejado;7.98;30.014;0.42;329.975;170;Mañana
Otoño;5;Despejado;7.98;30.014;0.42;310.009;239;Mañana
Otoño;5;Despejado;9.86;99.974;0.37;369.974;236;Tarde
Otoño;5;Despejado;9.86;99.974;0.37;310.009;247;Tarde
Otoño;5;Despejado;8.92;59.978;0.37;279.993;216;Tarde
Otoño;5;Despejado;8.92;59.978;0.34;220.028;238;Tarde
Otoño;5;Despejado;7.98;3.998;0.39;220.028;310;Tarde
Otoño;5;Despejado;7.98;50.012;0.39;169.979;208;Tarde
Otoño;5;Despejado;7.04;50.012;0.39;110.014;199;Tarde
Otoño;5;Despejado;7.04;50.012;0.39;12.998;109;Noche
Otoño;5;Despejado;6.1;3.998;0.45;110.014;83;Noche
Otoño;5;Despejado;7.04;50.012;0.39;12.998;91;Noche
Otoño;5;Despejado;6.1;50.012;0.45;60.032;73;Noche
Otoño;6;Despejado;3.28;-0.0016;0.6;89.981;64;Noche
Otoño;6;Despejado;3.28;-0.0016;0.6;89.981;54;Noche
Otoño;6;Despejado;3.28;10.016;0.65;60.032;46;Noche
Otoño;6;Despejado;3.28;-0.0016;0.7;89.981;17;Noche
Otoño;6;Despejado;1.4;-20.014;0.8;89.981;7;Noche
Otoño;6;Despejado;2.34;10.016;0.75;60.032;4;Mañana
Otoño;6;Despejado;2.34;-0.9982;0.75;110.014;7;Mañana
Otoño;6;Despejado;2.34;-0.9982;0.75;12.998;27;Mañana
Otoño;6;Despejado;4.22;10.016;0.7;12.998;101;Mañana
Otoño;6;Despejado;6.1;3.998;0.61;110.014;160;Mañana
Otoño;6;Despejado;7.98;50.012;0.61;190.012;232;Mañana
Otoño;6;Despejado;9.86;99.974;0.54;190.012;315;Mañana
Otoño;6;Despejado;12.68;130.004;0.44;190.012;366;Mañana
Otoño;6;Despejado;14.56;150.002;0.36;190.012;353;Tarde
Otoño;6;Despejado;15.5;159.968;0.36;199.995;435;Tarde
Otoño;6;Despejado;16.44;17;0.29;190.012;386;Tarde
Otoño;6;Despejado;16.44;17;0.32;169.979;361;Tarde
Otoño;6;Despejado;15.5;159.968;0.34;169.979;285;Tarde
Otoño;6;Despejado;11.74;119.972;0.58;12.998;203;Tarde
Otoño;6;Despejado;11.74;119.972;0.5;169.979;171;Tarde
Otoño;6;Despejado;11.74;119.972;0.5;190.012;132;Noche
Otoño;6;Despejado;11.74;119.972;0.47;190.012;122;Noche
Otoño;6;Despejado;11.74;119.972;0.47;169.979;118;Noche
Otoño;6;Despejado;10.8;110.006;0.58;110.014;101;Noche
Otoño;0;Niebla;10.8;110.006;0.58;12.998;73;Noche
Otoño;0;Niebla;8.92;7.001;0.66;12.998;71;Noche
Otoño;0;Despejado;8.92;79.976;0.57;70.015;57;Noche
Otoño;0;Niebla;8.92;7.001;0.62;89.981;28;Noche
Otoño;0;Niebla;8.92;7.001;0.62;89.981;6;Noche
Otoño;0;Despejado;7.98;59.978;0.61;110.014;5;Mañana
Otoño;0;Despejado;7.98;59.978;0.66;89.981;23;Mañana
Otoño;0;Despejado;7.98;50.012;0.66;150.013;43;Mañana
Otoño;0;Despejado;7.98;7.001;0.66;60.032;79;Mañana
Otoño;0;Despejado;10.8;110.006;0.54;190.012;135;Mañana
Otoño;0;Despejado;12.68;130.004;0.44;220.028;241;Mañana
Otoño;0;Despejado;13.62;13.997;0.4;279.993;295;Mañana
Otoño;0;Niebla;16.44;17;0.29;279.993;354;Mañana
Otoño;0;Niebla;16.44;17;0.29;279.993;339;Tarde
Otoño;0;Niebla;17.38;180.032;0.28;329.975;371;Tarde
Otoño;0;Niebla;15.5;159.968;0.42;220.028;310;Tarde
Otoño;0;Niebla;17.38;180.032;0.28;260.027;319;Tarde
Otoño;0;Despejado;16.44;17;0.27;220.028;231;Tarde
Otoño;0;Despejado;16.44;17;0.27;220.028;190;Tarde
Otoño;0;Despejado;15.5;159.968;0.29;239.994;157;Tarde
Otoño;0;Despejado;15.5;159.968;0.31;239.994;139;Noche
Otoño;0;Despejado;14.56;150.002;0.36;169.979;95;Noche
Otoño;0;Despejado;14.56;150.002;0.41;260.027;89;Noche
Otoño;0;Despejado;13.62;13.997;0.51;199.995;67;Noche
Otoño;1;Despejado;13.62;13.997;0.59;190.012;30;Noche
Otoño;1;Despejado;13.62;13.997;0.63;199.995;11;Noche
Otoño;1;Despejado;13.62;13.997;0.63;239.994;17;Noche
Otoño;1;Despejado;12.68;130.004;0.67;190.012;7;Noche
Otoño;1;Despejado;12.68;130.004;0.67;150.013;5;Noche
